locationDetails.name,locationDetails.locationId,locationDetails.kioskId,locationDetails.addressLine1,locationDetails.addressLine2,locationDetails.addressLine3,locationDetails.city,locationDetails.state,locationDetails.country,locationDetails.postalCode,locationDetails.distance,locationDetails.distanceuom,locationDetails.retailerId,locationDetails.latitude,locationDetails.longitude,locationOperatingHours.monHours,locationOperatingHours.tueHours,locationOperatingHours.wedHours,locationOperatingHours.thuHours,locationOperatingHours.friHours,locationOperatingHours.satHours,locationOperatingHours.sunHours,locationPhone.addToPhone,locationPhone.phone,locationServices.sendMoney,locationServices.receiveMoney,locationServices.billPayment,locationServices.addToPhone,locationServices.moneyOrder,locationServices.recCurrencies,locationServices.sendCurrencies,locationServices.xpressPackage,locationServices.purchaseMoneygramCard,locationServices.reloadMoneygramCard,locationServices.receiveToCard,locationServices.payWithCash,locationServices.reloadOtherCard,locationServices.payPal,locationServices.coinMe
QUICK TRANSFERT - PARIS,71066222,,112 AVENUE JEAN JAURES,,,PARIS,,FR,75019,346.304087892697,km,291230771,48.8858,2.3825,08:00 AM - 09:15 PM,08:00 AM - 09:15 PM,08:00 AM - 09:15 PM,08:00 AM - 09:15 PM,08:00 AM - 09:15 PM,08:00 AM - 09:15 PM,08:00 AM - 09:15 PM,False,950591959,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MOBILE MARKET,73200235,,67 RUE OLIVIER METRA,,,PARIS,,FR,75020,346.315685178029,km,291443266,48.8753,2.39224,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,False,976561220,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
HMB INFORMATIQUE - PARIS,74176850,,90 RUE SAINT BLAISE,,,PARIS,,FR,75020,346.342542712103,km,291528359,48.8564,2.40954,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,False,685855835,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EXO MAMA 77,68133773,MP00045217,16 RUE SAINT AMBROISE,,,MELUN,,FR,77000,346.384930337743,km,290999351,48.5343,2.65693,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,False,0160656233,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
JALALABAD STORE - SAINT DENIS LA PLAINE,72357053,,227 AVENUE DU PRESIDENT WILSON,,,SAINT DENIS LA PLAINE,,FR,93210,346.390131288556,km,291377045,48.9147,2.35726,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,987331812,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
L'ATELIER DU MOBILE MELUN - #1 - MELUN,73974697,,17 RUE SAINT AMBROISE,,,MELUN,,FR,77000,346.408557051241,km,291506910,48.5344,2.65722,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,985086754,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PHONOMANIA,74423448,,18B RUE MECHIN,,,L'ILE-SAINT-DENIS,,FR,93450,346.444694496324,km,291545965,48.9358,2.3383,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,782212320,True,True,False,False,False,,,False,False,False,False,False,False,False,False
REKKHA MOBILE - CRETEIL,69119424,MP00045236,109 113 RUE CHERET,,,CRETEIL,,FR,94000,346.521949233501,km,291076793,48.8054,2.45646,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,0141783096,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DM ENTREPRISE - SAINT DENIS LA PLAINE,72639470,,74 RUE DU LANDY,,,SAINT DENIS LA PLAINE,,FR,93210,346.542718269565,km,291378764,48.9156,2.35888,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,False,973188320,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
JR EXOTIQUE CENTER,66558774,,6 RUE MECHIN,,,L ILE ST DENIS,,FR,93450,346.571340938839,km,740116893,48.9359,2.34027,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,False,148200424,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
FLOREAL PARIS - #1 - VINCENNES,71554640,,106 AVENUE AUBERT,,,VINCENNES,,FR,94300,346.667028277431,km,291279709,48.8462,2.42369,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,143748897,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AIE PHONE - BONNEUIL SUR MARNE,74135037,,19 AVENUE AUGUSTE GROSS,,,BONNEUIL SUR MARNE,,FR,94380,346.692655343694,km,291521091,48.7738,2.48545,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,985102970,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
WEBSITEPHONE - MELUN,74072721,,16 RUE DU MIROIR,,,MELUN,,FR,77000,346.720150066687,km,291516362,48.5397,2.65835,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,False,164376988,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KAVI KND EXOTIQUES - BONNEUIL SUR MARNE,74039450,,1 RUE RONSARD,,,BONNEUIL SUR MARNE,,FR,94380,346.76521821714,km,291514009,48.7738,2.48661,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,637004066,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TECH HAVEN,74356777,,46 RUE SAINT-ASPAIS,,,MELUN,,FR,77000,346.781149890294,km,291539940,48.539,2.65971,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,False,164090485,True,True,False,False,False,,,False,False,False,False,False,False,False,False
SINGH TELEPHONE - #1 - MELUN,73918307,,25 RUE RENE POUTEAU,,,MELUN,,FR,77000,346.839481009539,km,291501188,48.5388,2.66069,10:00 AM - 08:30 PM,10:00 AM - 08:30 PM,10:00 AM - 08:30 PM,10:00 AM - 08:30 PM,10:00 AM - 08:30 PM,10:00 AM - 08:30 PM,10:00 AM - 08:30 PM,False,981990560,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ISIH SERVICE - MELUN,73682769,,44 RUE RENE POUTEAU,,,MELUN,,FR,77000,346.888192878398,km,291478583,48.5389,2.66136,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,981923594,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CYBER TAXIPHONE - MONTREUIL,73810780,,225 RUE DE PARIS,,,MONTREUIL,,FR,93100,346.907315380048,km,291491076,48.855,2.4197,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,08:30 AM - 10:00 PM,False,157144564,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SALAH BK - MELUN,70839748,MP00045300,18 RUE DU COLONEL PICOT,,,MELUN,,FR,77000,346.9181185861,km,291208880,48.5495,2.65481,08:30 AM - 07:30 PM,08:30 AM - 07:30 PM,08:30 AM - 07:30 PM,08:30 AM - 07:30 PM,08:30 AM - 07:30 PM,08:30 AM - 07:30 PM,02:00 PM - 07:00 PM,False,0160591423,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SOURCE ET LUMIERES - MELUN,73886918,,11 RUE DE L'EPERON,,,MELUN,,FR,77000,346.939471243685,km,291498904,48.5398,2.66153,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,False,164090267,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SAFA TELECOME - VINCENNES,72196230,MP00045397,2 RUE DES LAITIERES,,,VINCENNES,,FR,94300,346.955539363808,km,291337164,48.8488,2.42596,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,12:00 AM - 12:00 AM,False,143749966,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
FAYZ - MONTREUIL,68012399,,228 RUE DE PARIS,,,MONTREUIL,,FR,93100,346.960050911132,km,290996781,48.8556,2.42004,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,0175342185,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RAGAVI MULTIMEDIA - DEUIL LA BARRE,72308604,,21 AVENUE DE LA DIVISION LECLERC,,,DEUIL LA BARRE,,FR,95170,346.996223051482,km,291347634,48.9672,2.31697,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,950775498,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DOUNIA COM - AUBERVILLIERS,69193466,,76 RUE DU LANDY,,,AUBERVILLIERS,,FR,93300,347.030227240178,km,291082956,48.9155,2.36682,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,0787638220,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
A3R EUROPLUS - ST DENIS,71760269,,14 RUE AUGUSTE DELAUNE,,,ST DENIS,,FR,93200,347.048210271907,km,291301172,48.9366,2.3473,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,0148093770,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SK BEAUTE - BOISSY ST LEGER,71551164,,1 RUE DE PARIS LE BOIS DE L'EGLISE,,,BOISSY ST LEGER,,FR,94470,347.058728468312,km,291284183,48.7542,2.50705,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,987058122,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MARCHE BOISSY - BOISSY ST LEGER,71747101,MP00045350,1 RUE DE PARIS,,,BOISSY ST LEGER,,FR,94470,347.058728468312,km,291297987,48.7542,2.50705,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,False,156326746,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KR TELECOM - ST DENIS,72149054,,2 RUE DEZOBRY,,,ST DENIS,,FR,93200,347.066522941658,km,291334607,48.9363,2.34782,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,False,954161959,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SKY LINE - EPINAY SUR SEINE,74166349,,152B AVENUE JEAN JAURES,,,EPINAY SUR SEINE,,FR,93800,347.086663178625,km,291520176,48.9585,2.32693,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,183721340,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PUBLITEL - MONTREUIL,68451028,,196 RUE DE PARIS,,,MONTREUIL,,FR,93100,347.100094302481,km,291027147,48.8557,2.42213,09:00 AM - 08:45 PM,09:00 AM - 08:45 PM,09:00 AM - 08:45 PM,09:00 AM - 08:45 PM,09:00 AM - 08:45 PM,09:00 AM - 08:45 PM,09:00 AM - 08:45 PM,False,664479318,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TAXIPHONE - ST DENIS,68684280,MP00045227,8 RUE AUGUSTE DELAUNE,,,ST DENIS,,FR,93200,347.109800653879,km,291047264,48.9368,2.34809,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,0953122166,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MIHRAN MARKET - BOISSY ST LEGER,73022442,,34 RUE DE PARIS,,,BOISSY ST LEGER,,FR,94470,347.127867678206,km,291428953,48.7497,2.51179,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,624243739,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BATHILY ISSIAKA - MONTREUIL,71861809,,13 RUE ARSENE CHEREAU,,,MONTREUIL,,FR,93100,347.172367715459,km,291306993,48.8562,2.42285,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,783094744,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ATAF TRANSFERT - #2 - MONTREUIL,72857692,,13 RUE ARSENE CHEREAU,,,MONTREUIL,,FR,93100,347.172367715459,km,291395562,48.8562,2.42285,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,613051069,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EASY CALL,66882961,MP00045202,184 RUE DE PARIS,,,MONTREUIL,,FR,93100,347.172386006089,km,809899465,48.8558,2.42315,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,False,0141586210,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AM ELECTRONIQUE - ST DENIS,74151147,,14 BOULEVARD MARCEL SEMBAT,,,ST DENIS,,FR,93200,347.181061257383,km,291521541,48.9309,2.35484,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,972884380,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SAINT-DENIS SUPERMARCHE,74407891,,12 RUE SUGER,,,SAINT DENIS,,FR,93200,347.214900553911,km,291544404,48.9379,2.3487,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,148094730,False,True,False,False,False,,,False,False,False,False,False,False,False,False
SAS M.R - EPINAY-SUR-SEINE,74251762,,209 ROUTE DE SAINT-LEU,,,EPINAY-SUR-SEINE,,FR,93800,347.224933711198,km,291530345,48.956,2.33155,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,762071586,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KHUSHBOO INFORMATIQUE,72257713,,4 AVENUE DU GENERAL DE GAULLE,,,VINCENNES,,FR,94300,347.254380011302,km,291341119,48.8446,2.43427,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,12:00 PM - 09:00 PM,False,973582915,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ANNA BOUTIQUE EXOTIQUE - MELUN,74030585,,14 RUE CAMILLE FLAMMARION,,,MELUN,,FR,77000,347.256627878666,km,291511297,48.5413,2.66526,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,627082529,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE DE L'ALMONT - MELUN,72492714,,CENTRE COMMERCIAL HAUTS DE SAINT LIESNE 28 BOULEVARD DE L AL,,,MELUN,,FR,77000,347.258249223987,km,291375166,48.5399,2.66622,07:00 AM - 07:15 PM,07:00 AM - 07:15 PM,07:00 AM - 07:15 PM,07:00 AM - 07:15 PM,07:00 AM - 07:15 PM,09:00 AM - 07:15 PM,12:00 AM - 12:00 AM,False,164095769,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SARL MM COSMETIQUES,74320541,,30 Rue Catulienne,,,SAINT DENIS,,FR,93200,347.303889863086,km,291534121,48.9367,2.35127,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,980397498,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ABDULLAH TELECOM - #1 - VINCENNES,73511377,,216 RUE DE FONTENAY,,,VINCENNES,,FR,94300,347.306275123149,km,291469966,48.8488,2.43144,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,False,170259514,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AG MOBILE CENTRE - #1 - MONTREUIL,71199746,,137BIS RUE DE PARIS,,,MONTREUIL,,FR,93100,347.316008252332,km,291260046,48.856,2.4253,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,984570804,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
GLOBAL ENTREPRISE - BAGNOLET,72247561,,89 RUE ROBESPIERRE,,,BAGNOLET,,FR,93170,347.316487284131,km,291343149,48.8628,2.41928,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,False,143631211,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EL SALEM PHONE - ST DENIS,69788240,MP00045250,4 PLACE DE LA RESISTANCE,,,ST DENIS,,FR,93200,347.322819931803,km,291132727,48.9329,2.35516,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,0142431262,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SARL BANGLA - SAINT-DENIS,74118889,,75 RUE GABRIEL PERI,,,SAINT-DENIS,,FR,93200,347.481701711019,km,291518594,48.935,2.35578,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,149173563,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SULTANA INFORMATIQUE - SAINT-MAUR-DES-FO,74302158,,26 BIS RUE DU PONT DE CRETEIL,,,SAINT-MAUR-DES-FOSSES,,FR,94100,347.557222228998,km,291541301,48.8075,2.47088,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,783391956,True,True,False,False,False,,,False,False,False,False,False,False,False,False
AGENCE MONEYGRAM SAINT DENIS,66153360,,13 RUE DE LA REPUBLIQUE,,,ST DENIS,,FR,93200,347.603010353785,km,647919418,48.936,2.35682,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,0149175001,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EL BARAKAT,74138225,,75 AVENUE DE SARLAT,,,SOUILLAC,,FR,46200,347.605765349716,km,291526085,44.8966,1.46398,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,False,565320701,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SR - BAGNOLET,74199002,,51 RUE SADI CARNOT,,,BAGNOLET,,FR,93170,347.652791079563,km,291527450,48.8689,2.41917,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,983490972,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
7 STARS - ST DENIS,74167788,,GALERIE ROSALIE 119 RUE GABRIEL PERI,,,ST DENIS,,FR,93200,347.654647583254,km,291524426,48.9376,2.3561,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,745404040,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RANA ENTREPRISE - LE PRE SAINT GERVAIS,73680004,,28 RUE DES 7 ARPENTS,,,LE PRE SAINT GERVAIS,,FR,93310,347.690149175745,km,291478805,48.8895,2.40125,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,987748326,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
E TELECOM - PANTIN,73620899,,36 AVENUE JEAN JAURES,,,PANTIN,,FR,93500,347.69139818183,km,291474002,48.9016,2.39023,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,667393977,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AUBER INFORMATIQUE - AUBERVILLIERS,72681664,,28 RUE HENRI BARBUSSE,,,AUBERVILLIERS,,FR,93300,347.715223386572,km,291395096,48.9034,2.38895,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,188494292,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
GROUPE BD - AUBERVILLIERS,74094369,,25 AVENUE JEAN JAURES,,,AUBERVILLIERS,,FR,93300,347.74331485997,km,291517906,48.9024,2.39032,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,977760468,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MENZ PARLOUR - AUBERVILLIERS,74139619,,18 RUE DES ECOLES,,,AUBERVILLIERS,,FR,93300,347.760803849484,km,291519249,48.9054,2.38785,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,751487282,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BENGAL NET - AUBERVILLIERS,69372517,,40 RUE HENRI BARBUSSE,,,AUBERVILLIERS,,FR,93300,347.771006997329,km,291097334,48.9041,2.38923,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,0170070380,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ONE SHOP - PANTIN,73370893,,12 RUE LAPEROUSE,,,PANTIN,,FR,93500,347.852894196352,km,291462456,48.9006,2.39369,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,980464360,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
